pair_idx,method,sufficiency,fidelity_plus,fidelity_minus,sparsity,conn_strict,conn_lenient
49,pgexplainer,0.7400000095367432,-0.0003357267414685339,0.21854107081890106,0.9999477479360435,0.0,0.0
50,pgexplainer,0.4599999785423279,0.0036202562041580677,0.40657347440719604,0.9999385384442031,0.0,0.0
51,pgexplainer,0.9799999594688416,-0.17190976440906525,0.12718604505062103,0.9999024390243902,0.0,0.0
52,pgexplainer,1.0,-0.00030066011822782457,0.27703288197517395,0.9998420221169037,0.0,0.0
53,pgexplainer,0.7999999523162842,-1.7583369427143225e-08,0.10613732784986496,1.0,0.0,0.0
54,pgexplainer,0.6800000071525574,-0.0410529226064682,0.14357785880565643,0.9997737965979009,0.0,0.0
55,pgexplainer,0.9199999570846558,-0.0006358206155709922,0.10743153095245361,0.9998197158722146,0.0,0.0
56,pgexplainer,0.7999999523162842,-0.281528502702713,-0.0934445932507515,0.9995720552048786,0.0,0.0
57,pgexplainer,0.8999999761581421,0.040991734713315964,0.11908818781375885,0.9998180671453523,0.0,0.0
58,pgexplainer,1.0,1.5795230012827233e-08,0.12321984767913818,1.0,0.0,0.0
59,pgexplainer,0.9799999594688416,-0.0897274985909462,0.0790352076292038,0.9992642731018246,0.0,0.0
60,pgexplainer,0.019999999552965164,0.39540863037109375,0.39512816071510315,0.9999562171628722,0.0,0.0
61,pgexplainer,0.6399999856948853,0.10666908323764801,0.22575236856937408,0.9999069317251136,0.0,0.0
62,pgexplainer,0.2800000011920929,-0.03236566483974457,0.3075767457485199,0.9998161652062013,0.0,0.0
63,pgexplainer,0.17999999225139618,0.17488206923007965,0.5941838622093201,0.9996612061062617,1.0,0.0
64,pgexplainer,1.0,0.05570467934012413,0.056576039642095566,0.9996014877789585,0.0,0.0
65,pgexplainer,1.0,0.07892511039972305,0.028389032930135727,0.9994757536041939,0.0,0.0
66,pgexplainer,1.0,0.00014909505262039602,0.013987882062792778,0.9999166712960391,0.0,0.0
